date, pm25, pm10, o3, no2, so2, co
2019/9/3, 49, 25, 7, 27, 1, 6
2019/9/4, 60, 19, 6, 25, 1, 5
2019/9/5, 53, 24, 6, 25, 1, 5
2019/9/6, 62, 27, 6, 29, 1, 5
2019/9/7, 63, 39, 2, 52, 3, 7
2019/9/8, 84, 36, 25, 41, 2, 7
2019/9/9, 84, 38, 8, 46, 2, 6
2019/9/10, 87, 25, 9, 30, 1, 5
2019/9/11, 60, 29, 11, 39, 1, 5
2019/9/12, 65, 32, 9, 37, 1, 5
2019/9/13, 71, 33, 7, 34, 2, 5
2019/9/14, 67, 34, 6, 34, 1, 6
2019/9/15, 75, 33, 28, 24, 1, 6
2019/9/16, 75, 36, 17, 42, 1, 6
2019/9/17, 78, 45, 28, 44, 1, 7
2019/9/18, 90, 48, 17, 55, 1, 7
2019/9/19, 99, 46, 23, 63, 2, 7
2019/9/20, 101, 52, 16, 69, 3, 6
2019/9/21, 98, 48, 21, 71, 4, 6
2019/9/22, 90, 42, 34, 52, 2, 5
2019/9/23, 74, 41, 30, 41, 2, 5
2019/9/24, 79, 45, 37, 42, 1, 5
2019/9/25, 87, 48, 28, 62, 2, 6
2019/9/26, 92, 48, 47, 50, 1, 6
2019/9/27, 93, 53, 36, 59, 2, 7
2019/9/28, 114, 54, 16, 65, 2, 8
2019/9/29, 115, 54, 116, 45, 2, 8
2019/9/30, 120, 79, 52, 85, 4, 11
2019/10/1, 163, 61, 78, 55, 5, 9
2019/4/2, 91, 34, 31, 34, , 3
2019/4/3, 73, 41, 26, 38, 1, 5
2019/4/4, 84, 39, 27, 32, , 4
2019/4/5, 77, 53, 19, 61, 2, 6
2019/4/6, 118, 63, 5, 62, 4, 8
2019/4/7, 139, 30, 12, 35, 2, 5
2019/4/8, 79, 30, 5, 28, 2, 5
2019/4/9, 73, 27, 6, 22, 1, 4
2019/4/10, 64, 28, 6, 28, 3, 4
2019/4/11, 71, 32, 8, 25, 1, 5
2019/4/12, 78, 23, 16, 26, , 5
2019/4/13, 54, 34, 28, 29, , 4
2019/4/14, 79, 36, 19, 30, , 5
2019/4/15, 89, 46, 33, 35, , 5
2019/4/16, 105, 33, 37, 36, 1, 6
2019/4/17, 77, 38, 16, 44, 1, 6
2019/4/18, 90, 39, 30, 39, 1, 6
2019/4/19, 94, 25, 21, 38, 1, 6
2019/4/20, 66, 27, 14, 37, 1, 7
2019/4/21, 68, 31, 4, 33, 2, 6
2019/4/22, 70, 25, 6, 22, 2, 5
2019/4/23, 62, 23, 6, 28, 2, 4
2019/4/24, 62, 24, 6, 28, 3, 4
2019/4/25, 65, 28, 8, 28, 2, 4
2019/4/26, 74, 36, 14, 34, 2, 5
2019/4/27, 83, 35, 26, 35, 1, 4
2019/4/28, 77, 27, 28, 25, , 4
2019/4/29, 63, 37, 17, 31, 1, 5
2019/4/30, 81, 32, 6, 40, 3, 6
2019/5/1, 77, 44, 6, 49, 3, 8
2019/5/2, 95, 36, 15, 35, 1, 6
2019/5/3, 80, 44, 26, 41, 1, 6
2019/5/4, 96, 40, 38, 36, 1, 3
2019/5/5, 68, 19, 31, 29, , 4
2019/5/6, 58, 17, 29, 31, , 5
2019/5/7, 49, 20, 26, 32, , 4
2019/5/8, 50, 25, 26, 31, , 5
2019/5/9, 63, 24, 11, 36, 1, 7
2019/5/10, 70, 33, 13, 32, , 6
2019/5/11, 77, 44, 26, 41, 1, 5
2019/5/12, 95, 37, 32, 31, 1, 5
2019/5/13, 79, 44, 26, 24, , 5
2019/5/14, 100, 36, 7, 29, 1, 6
2019/5/15, 84, 26, 6, 23, 1, 5
2019/5/16, 66, 32, 4, 26, 2, 5
2019/5/17, 73, 32, 5, 23, 1, 5
2019/5/18, 68, 32, 9, 27, 3, 5
2019/5/19, 68, 32, 11, 27, 4, 5
2019/5/20, 65, 34, 8, 32, 4, 6
2019/5/21, 74, 44, 29, 33, 2, 5
2019/5/22, 91, 49, 36, 35, , 5
2019/5/23, 97, 40, 26, 32, , 5
2019/5/24, 89, 46, 33, 35, , 6
2019/5/25, 101, 34, 21, 31, 1, 5
2019/5/26, 72, 23, 6, 30, 2, 7
2019/5/27, 61, 26, 7, 28, 2, 7
2019/5/28, 66, 27, 1, 35, 3, 8
2019/5/29, 68, 30, 24, 27, , 5
2019/5/30, 65, 37, 31, 28, , 4
2019/5/31, 71, 30, 23, 34, 2, 6
2019/6/1, 73, 19, 7, 34, 2, 7
2019/6/2, 53, 18, 6, 30, 2, 6
2019/6/3, 49, 18, 8, 31, 2, 6
2019/6/4, 51, 25, 6, 29, 2, 7
2019/6/5, 65, 25, 3, 26, 2, 6
2019/6/6, 64, 23, 5, 29, 2, 6
2019/6/7, 63, 18, 10, 27, 2, 5
2019/6/8, 49, 17, 10, 29, 3, 4
2019/6/9, 49, 18, 7, 17, 1, 5
2019/6/10, 42, 22, 7, 31, 2, 6
2019/6/11, 51, 29, 5, 41, 3, 8
2019/6/12, 70, 33, 21, 29, 1, 7
2019/6/13, 74, 27, 8, 37, 2, 7
2019/6/14, 63, 34, 22, 64, 2, 8
2019/6/15, 82, 33, 14, 48, 2, 7
2019/6/16, 70, 36, 49, 20, , 5
2019/6/17, 74, 31, 32, 31, 1, 6
2019/6/18, 69, 22, 5, 31, 2, 6
2019/6/19, 60, 26, 4, 30, 2, 6
2019/6/20, 65, 17, 4, 27, 3, 5
2019/6/21, 47, 17, 5, 21, 2, 5
2019/6/22, 46, 18, 5, 21, 2, 5
2019/6/23, 44, 19, 6, 22, 2, 5
2019/6/24, 45, 25, 8, 26, 2, 6
2019/6/25, 55, 31, 1, 37, 2, 8
2019/6/26, 70, 29, 4, 33, 2, 7
2019/6/27, 70, 27, 8, 29, 2, 6
2019/6/28, 66, 25, 11, 29, 2, 6
2019/6/29, 61, 25, 10, 27, 2, 6
2019/6/30, 56, 26, 9, 33, 2, 7
2019/7/1, 65, 19, 13, 18, 1, 6
2019/1/2, 100, 43, 4, 33, 4, 9
2019/1/3, 94, 29, 2, 34, 6, 9
2019/1/4, 74, 36, 6, 38, 10, 9
2019/1/5, 82, 86, 1, 58, 19, 16
2019/1/6, 162, 49, 4, 27, 14, 12
2019/1/7, 101, 41, 14, 33, 7, 7
2019/1/8, 87, 63, 6, 37, 3, 9
2019/1/9, 139, 49, 10, 34, 2, 7
2019/1/10, 95, 47, 19, 36, 1, 7
2019/1/11, 97, 52, 13, 41, 2, 8
2019/1/12, 115, 97, 3, 72, 8, 15
2019/1/13, 169, 45, 12, 29, 1, 7
2019/1/14, 104, 53, 17, 32, 1, 7
2019/1/15, 118, 46, 19, 43, 2, 10
2019/1/16, 111, 42, 4, 36, 3, 10
2019/1/17, 94, 41, 9, 40, 2, 10
2019/1/18, 94, 51, 12, 36, 1, 9
2019/1/19, 107, 54, 24, 40, 1, 7
2019/1/20, 106, 35, 18, 35, 1, 6
2019/1/21, 79, 46, 10, 38, 2, 9
2019/1/22, 100, 64, 14, 49, 3, 8
2019/1/23, 151, 61, 15, 49, 2, 7
2019/1/24, 139, 61, 23, 46, 2, 6
2019/1/25, 138, 59, 32, 64, 3, 7
2019/1/26, 120, 63, 23, 51, 2, 7
2019/1/27, 139, 60, 29, 37, 1, 5
2019/1/28, 122, 42, 22, 38, 1, 4
2019/1/29, 76, 42, 19, 41, 1, 5
2019/1/30, 81, 38, 19, 40, 1, 4
2019/1/31, 78, 48, 9, 60, 3, 8
2019/2/1, 106, 46, 6, 38, 2, 9
2019/2/2, 96, 54, 17, 40, 1, 6
2019/2/3, 111, 69, 14, 46, 3, 10
2019/2/4, 127, 58, 11, 41, 3, 8
2019/2/5, 119, 58, 18, 29, , 8
2019/2/6, 128, 59, 12, 30, 1, 8
2019/2/7, 136, 44, 6, 33, 2, 7
2019/2/8, 89, 48, 12, 27, 1, 6
2019/2/9, 89, 46, 18, 20, , 4
2019/2/10, 82, 29, 16, 21, , 4
2019/2/11, 61, 39, 14, 28, 1, 6
2019/2/12, 80, 25, 12, 29, 1, 5
2019/2/13, 66, 41, 11, 33, 1, 6
2019/2/14, 90, 33, 19, 28, 1, 4
2019/2/15, 69, 32, 17, 25, , 4
2019/2/16, 70, 41, 12, 30, 1, 5
2019/2/17, 80, 27, 19, 20, , 5
2019/2/18, 58, 27, 17, 29, 1, 6
2019/2/19, 63, 26, 9, 27, 1, 6
2019/2/20, 64, 40, 6, 30, 2, 7
2019/2/21, 91, 37, 7, 25, , 5
2019/2/22, 90, 38, 10, 37, 3, 10
2019/2/23, 86, 34, 15, 29, 1, 7
2019/2/24, 77, 19, 8, 30, 2, 9
2019/2/25, 53, 32, 11, 26, 1, 8
2019/2/26, 79, 42, 21, 32, , 5
2019/2/27, 87, 47, 18, 35, 1, 6
2019/2/28, 101, 50, 20, 33, 1, 5
2019/3/1, 103, 42, 17, 30, , 4
2019/3/2, 85, 43, 18, 28, , 4
2019/3/3, 93, 33, 15, 42, 2, 7
2019/3/4, 78, 29, 23, 32, 1, 5
2019/3/5, 69, 36, 31, 32, 1, 5
2019/3/6, 72, 36, 9, 31, 1, 5
2019/3/7, 74, 18, 11, 28, 1, 6
2019/3/8, 48, 20, 20, 33, , 5
2019/3/9, 54, 26, 23, 31, 1, 6
2019/3/10, 67, 25, 1, 40, 4, 10
2019/3/11, 68, 28, 7, 38, 2, 8
2019/3/12, 72, 40, 29, 38, 1, 6
2019/3/13, 93, 48, 32, 44, 1, 5
2019/3/14, 99, 50, 37, 39, 1, 6
2019/3/15, 105, 38, 14, 43, 2, 7
2019/3/16, 98, 42, 22, 40, 2, 5
2019/3/17, 83, 50, 39, 34, 1, 4
2019/3/18, 91, 45, 34, 44, 1, 5
2019/3/19, 92, 43, 5, 43, 2, 6
2019/3/20, 97, 46, 17, 34, 1, 5
2019/3/21, 100, 24, 8, 25, 1, 4
2019/3/22, 61, 29, 7, 29, 2, 4
2019/3/23, 69, 20, 20, 26, , 4
2019/3/24, 50, 18, 15, 27, , 4
2019/3/25, 55, 32, 23, 38, 2, 6
2019/3/26, 79, 33, 14, 40, 1, 5
2019/3/27, 79, 38, 26, 32, , 4
2019/3/28, 82, 39, 13, 40, 2, 6
2019/3/29, 79, 27, 3, 30, 3, 6
2019/3/30, 70, 30, 23, 29, , 4
2019/3/31, 71, 41, 33, 25, , 4
2019/4/1, 86, 49, 33, 32, 1, 4
2018/10/2, 117, 54, 33, 48, 3, 5
2018/10/3, 103, 61, 46, 54, 3, 5
2018/10/4, 107, 56, 25, 69, 6, 5
2018/10/5, 111, 54, 29, 71, 6, 5
2018/10/6, 109, 52, 31, 56, 5, 5
2018/10/7, 106, 49, 33, 43, 3, 4
2018/10/8, 103, 52, 40, 44, 2, 4
2018/10/9, 99, 48, 26, 49, 3, 5
2018/10/10, 99, 54, 10, 51, 4, 7
2018/10/11, 122, 43, 18, 48, 3, 8
2018/10/12, 101, 36, 12, 37, 3, 6
2018/10/13, 82, 40, 20, 38, 3, 5
2018/10/14, 80, 38, 24, 29, 2, 4
2018/10/15, 70, 39, 19, 36, 3, 5
2018/10/16, 81, 36, 4, 43, 4, 8
2018/10/17, 95, 35, 2, 34, 4, 9
2018/10/18, 85, 24, 10, 32, 3, 6
2018/10/19, 66, 45, 33, 36, 2, 5
2018/10/20, 87, 40, 25, 35, 2, 4
2018/10/21, 79, 39, 27, 34, 2, 4
2018/10/22, 80, 43, 17, 37, 3, 5
2018/10/23, 93, 47, 13, 39, 3, 6
2018/10/24, 103, 37, 20, 37, 2, 6
2018/10/25, 83, 47, 30, 40, 2, 5
2018/10/26, 101, 60, 9, 65, 6, 8
2018/10/27, 130, 41, 14, 41, 3, 7
2018/10/28, 88, 48, 19, 58, 5, 6
2018/10/29, 92, 42, 15, 60, 6, 4
2018/10/30, 76, 44, 29, 57, 6, 3
2018/10/31, 72, 44, 31, 48, 5, 4
2018/11/1, 77, 45, 29, 48, 4, 4
2018/11/2, 81, 45, 22, 43, 3, 6
2018/11/3, 104, 32, 3, 39, 4, 8
2018/11/4, 80, 30, 13, 28, 2, 5
2018/11/5, 74, 33, 19, 32, 3, 4
2018/11/6, 75, 35, 16, 34, 3, 4
2018/11/7, 73, 40, 14, 35, 3, 5
2018/11/8, 83, 56, 11, 53, 6, 8
2018/11/9, 117, 48, 15, 39, 3, 7
2018/11/10, 102, 43, 19, 33, 2, 5
2018/11/11, 89, 44, 21, 33, 3, 6
2018/11/12, 95, 53, 21, 51, 5, 7
2018/11/13, 117, 49, 18, 36, 4, 6
2018/11/14, 107, 39, 20, 35, 3, 5
2018/11/15, 77, 47, 25, 31, 2, 4
2018/11/16, 85, 49, 22, 32, 2, 5
2018/11/17, 95, 40, 18, 30, 2, 5
2018/11/18, 87, 29, 16, 26, 2, 5
2018/11/19, 70, 42, 10, 35, 4, 7
2018/11/20, 86, 32, 17, 29, 2, 5
2018/11/21, 68, 46, 19, 41, 4, 7
2018/11/22, 92, 36, 7, 33, 4, 8
2018/11/23, 73, 47, 11, 48, 5, 8
2018/11/24, 100, 45, 23, 42, 4, 5
2018/11/25, 91, 40, 18, 34, 4, 6
2018/11/26, 94, 21, 15, 32, 3, 5
2018/11/27, 68, 30, 7, 32, 3, 6
2018/11/28, 75, 25, 7, 33, 3, 6
2018/11/29, 68, 43, 11, 39, 4, 6
2018/11/30, 95, 45, 24, 43, 4, 5
2018/12/1, 88, 52, 19, 42, 3, 6
2018/12/2, 97, 46, 21, 30, 3, 5
2018/12/3, 91, 40, 18, 30, 3, 5
2018/12/4, 83, 30, 4, 30, 4, 6
2018/12/5, 67, 33, 10, 29, 3, 5
2018/12/6, 73, 39, 16, 31, 3, 6
2018/12/7, 85, 45, 18, 27, 4, 8
2018/12/8, 100, 38, 3, 24, 4, 7
2018/12/9, 85, 35, 3, 26, 5, 7
2018/12/10, 77, 41, 1, 35, 8, 8
2018/12/11, 85, 39, 1, 36, 6, 7
2018/12/12, 76, 31, 3, 27, 4, 7
2018/12/13, 64, 43, 2, 30, 4, 9
2018/12/14, 96, 44, 3, 32, 4, 9
2018/12/15, 99, 49, 10, 38, 4, 9
2018/12/16, 103, 56, 5, 42, 6, 11
2018/12/17, 128, 37, 10, 42, 4, 8
2018/12/18, 76, 48, 20, 48, 5, 6
2018/12/19, 86, 55, 26, 43, 3, 5
2018/12/20, 92, 60, 21, 43, 3, 7
2018/12/21, 108, 54, 17, 31, 2, 6
2018/12/22, 109, 52, 17, 38, 2, 7
2018/12/23, 112, 34, 15, 33, 3, 9
2018/12/24, 86, 26, 4, 27, 2, 9
2018/12/25, 68, 38, 12, 33, 2, 8
2018/12/26, 84, 56, 1, 55, 7, 12
2018/12/27, 125, 48, 8, 39, 3, 9
2018/12/28, 103, 42, 11, 32, 2, 9
2018/12/29, 89, 33, 3, 28, 3, 7
2018/12/30, 76, 49, 4, 27, 3, 8
2018/12/31, 107, , , , , 
2018/7/2, 57, 30, 11, 26, , 7
2018/7/3, 65, 35, 10, 27, 1, 7
2018/7/4, 64, 37, 9, 31, 1, 7
2018/7/5, 62, 43, 11, 23, 1, 6
2018/7/6, 61, 28, 9, 26, , 6
2018/7/7, 61, 32, 7, 32, 1, 8
2018/7/8, 73, 28, 3, 23, 1, 7
2018/7/9, 65, 34, 5, 23, 1, 6
2018/7/10, 59, 34, 8, 29, 1, 6
2018/7/11, 66, 36, 3, 46, 4, 7
2018/7/12, 77, 24, 5, 23, 1, 6
2018/7/13, 56, 24, 7, 21, , 6
2018/7/14, 56, 25, 5, 18, , 6
2018/7/15, 52, 27, 6, 16, , 5
2018/7/16, 48, 31, 8, 26, 1, 6
2018/7/17, 62, 36, 9, 30, 1, 6
2018/7/18, 70, 29, 4, 17, 1, 6
2018/7/19, 60, 33, 6, 22, 1, 6
2018/7/20, 76, 39, 9, 26, 2, 6
2018/7/21, 89, 24, 5, 35, 2, 7
2018/7/22, 56, , 2, 42, 6, 8
2018/7/27, 78, 31, 2, 29, 2, 7
2018/7/28, 65, 32, 2, 28, 2, 7
2018/7/29, 67, 27, 5, 23, 3, 7
2018/7/30, 62, 24, 5, 27, 3, 7
2018/7/31, 55, 29, 5, 28, 2, 7
2018/8/1, 62, 25, 3, 31, 3, 10
2018/8/2, 57, 23, 5, 31, 2, 9
2018/8/3, 54, 25, 9, 33, 3, 8
2018/8/4, 59, 31, 5, 36, 3, 9
2018/8/5, 71, 33, 3, 35, 3, 9
2018/8/6, 76, 33, 3, 36, 4, 8
2018/8/7, 75, 33, 6, 33, 3, 8
2018/8/8, 79, 28, 7, 27, 1, 7
2018/8/9, 69, 22, 7, 23, 1, 6
2018/8/10, 54, 19, 7, 23, 1, 7
2018/8/11, 53, 23, 9, 30, 1, 8
2018/8/12, 60, 20, 13, 25, 1, 7
2018/8/13, 56, 23, 10, 31, 1, 8
2018/8/14, 58, 21, 11, 30, 1, 8
2018/8/15, 56, 29, 14, 39, 1, 8
2018/8/16, 69, 29, 7, 34, 2, 8
2018/8/17, 70, 28, 1, 35, 3, 9
2018/8/18, 71, 31, 1, 37, 3, 9
2018/8/19, 73, 23, 7, 40, 3, 9
2018/8/20, 62, 42, 6, 57, 4, 11
2018/8/21, 105, 47, 4, 67, 3, 12
2018/8/22, 117, 47, 7, 73, 5, 11
2018/8/23, 114, 36, 10, 62, 4, 11
2018/8/24, 91, 59, 16, 74, 5, 12
2018/8/25, 128, 64, 37, 71, 6, 13
2018/8/26, 148, 54, 21, 76, 5, 13
2018/8/27, 130, 38, 13, 43, 3, 12
2018/8/28, 101, 32, 9, 52, 3, 11
2018/8/29, 84, 27, 12, 27, 2, 8
2018/8/30, 64, 42, 8, 23, 1, 8
2018/8/31, 76, 43, 10, 23, 2, 8
2018/9/1, 83, 37, 5, 27, 3, 9
2018/9/2, 84, 28, 1, 30, 3, 10
2018/9/3, 71, 30, 1, 34, 5, 9
2018/9/4, 72, 26, 6, 37, 3, 9
2018/9/5, 66, 34, 4, 40, 3, 8
2018/9/6, 84, 42, 8, 48, 3, 6
2018/9/7, 101, 37, 6, 46, 5, 5
2018/9/8, 92, 50, 4, 51, 4, 8
2018/9/9, 121, 45, 17, 35, 2, 6
2018/9/10, 104, 32, 14, 49, 3, 7
2018/9/11, 77, 59, 8, 74, 8, 8
2018/9/12, 132, 33, 14, 33, 1, 4
2018/9/13, 74, 30, 12, 30, 1, 3
2018/9/14, 70, 39, 10, 47, 4, 5
2018/9/15, 89, 37, 6, 54, 5, 5
2018/9/16, 81, 19, 17, 5, 1, 2
2018/9/17, 35, 23, 5, 18, 2, 3
2018/9/18, 43, 27, 7, 18, 2, 3
2018/9/19, 63, 43, 5, 45, 7, 5
2018/9/20, 96, 44, 4, 43, 9, 5
2018/9/21, 101, 32, 2, 48, 8, 5
2018/9/22, 77, 33, 2, 36, 6, 4
2018/9/23, 80, 22, 2, 23, 4, 4
2018/9/24, 60, 29, 8, 29, 5, 4
2018/9/25, 74, 32, 18, 38, 3, 5
2018/9/26, 75, 42, 17, 54, 5, 5
2018/9/27, 89, 48, 11, 59, 6, 5
2018/9/28, 94, 54, 10, 61, 5, 6
2018/9/29, 120, 50, 13, 57, 4, 6
2018/9/30, 117, 45, 29, 43, 4, 5
2018/10/1, 100, 50, 39, 47, 3, 5
2018/4/2, 85, 54, 7, 49, 6, 6
2018/4/3, 109, 49, 7, 44, 5, 5
2018/4/4, 95, 46, 6, 42, 4, 5
2018/4/5, 88, 38, 6, 40, 3, 6
2018/4/6, 75, 46, 5, 50, 6, 7
2018/4/7, 87, 68, 23, 48, 3, 6
2018/4/8, 98, 68, 18, 52, 3, 7
2018/4/9, 108, 64, 24, 50, 3, 5
2018/4/10, 113, 46, 10, 50, 3, 3
2018/4/11, 85, 53, 13, 42, 3, 2
2018/4/12, 112, 39, 5, 39, 5, 2
2018/4/13, 88, 30, 2, 38, 4, 2
2018/4/14, 73, 30, 3, 33, 4, 1
2018/4/15, 76, 35, 5, 34, 5, 5
2018/4/16, 84, 39, 4, 40, 3, 5
2018/4/17, 94, 35, 17, 39, 2, 3
2018/4/18, 83, 57, 22, 51, 3, 3
2018/4/19, 115, 53, 26, 53, 3, 2
2018/4/20, 103, 58, 27, 41, 2, 4
2018/4/21, 114, 52, 21, 31, 2, 6
2018/4/22, 102, 46, 14, 34, 2, 6
2018/4/23, 99, 30, 4, 33, 3, 5
2018/4/24, 71, 39, 1, 42, 8, 8
2018/4/25, 93, 42, 23, 37, 2, 7
2018/4/26, 92, 53, 31, 40, 1, 6
2018/4/27, 115, 53, 24, 42, 2, 8
2018/4/28, 118, 56, 29, 37, 2, 7
2018/4/29, 135, 52, 27, 32, 1, 7
2018/4/30, 119, 44, 11, 33, 2, 7
2018/5/1, 98, 31, 3, 32, 3, 6
2018/5/2, 74, 30, 2, 32, 9, 6
2018/5/3, 71, 43, 30, 36, 4, 7
2018/5/4, 94, 37, 37, 35, 1, 6
2018/5/5, 78, 48, 29, 32, 1, 6
2018/5/6, 80, 25, 8, 27, 2, 5
2018/5/7, 58, 21, 9, 19, 2, 5
2018/5/8, 52, 28, 6, 41, 3, 7
2018/5/9, 68, 36, 32, 30, 2, 5
2018/5/10, 75, 45, 36, 33, , 5
2018/5/11, 80, 49, 25, 32, , 5
2018/5/12, 88, 41, 13, 33, 2, 6
2018/5/13, 81, 31, 3, 36, 3, 7
2018/5/14, 70, 26, 5, 30, 2, 6
2018/5/15, 64, 22, 8, 28, 2, 6
2018/5/16, 56, 28, 2, 34, 3, 6
2018/5/17, 70, 24, 6, 23, 2, 5
2018/5/18, 63, 26, 6, 31, 3, 5
2018/5/19, 71, 25, 4, 31, 3, 5
2018/5/20, 67, 21, 3, 30, 3, 6
2018/5/21, 64, 27, 4, 32, 3, 6
2018/5/22, 72, 25, 5, 31, 4, 5
2018/5/23, 68, 27, 7, 49, 5, 6
2018/5/24, 65, 28, 7, 40, 3, 6
2018/5/25, 69, 22, 6, 29, 2, 5
2018/5/26, 56, 19, 4, 31, 3, 5
2018/5/27, 53, 23, 4, 36, 4, 7
2018/5/28, 61, 41, 28, 58, 8, 8
2018/5/29, 92, 25, 10, 48, 5, 7
2018/5/30, 64, 21, 7, 33, 4, 7
2018/5/31, 58, 19, 6, 34, 4, 6
2018/6/1, 54, 29, 18, 34, 4, 7
2018/6/2, 68, 32, 27, 34, , 6
2018/6/3, 68, 36, 31, 31, 1, 6
2018/6/4, 79, 32, 16, 31, , 7
2018/6/5, 76, 23, 8, 34, 1, 6
2018/6/6, 57, 23, 8, 30, 1, 7
2018/6/7, 56, 22, 12, 29, 3, 6
2018/6/8, 55, 22, 15, 25, , 6
2018/6/9, 53, 31, 12, 55, 4, 9
2018/6/10, 77, 36, 6, 69, 6, 10
2018/6/11, 87, 51, 11, 82, 6, 9
2018/6/12, 118, 44, 23, 45, 1, 8
2018/6/13, 107, 25, 21, 36, 1, 9
2018/6/14, 67, 42, 21, 54, 2, 10
2018/6/15, 104, 34, 10, 41, 2, 8
2018/6/16, 79, 33, 19, 38, 1, 6
2018/6/17, 65, 34, 17, 34, , 6
2018/6/18, 73, 31, 13, 40, 1, 7
2018/6/19, 75, 24, 10, 25, 1, 6
2018/6/20, 52, 31, 8, 27, 1, 6
2018/6/21, 64, 33, 9, 25, 1, 6
2018/6/22, 70, 30, 9, 30, 1, 8
2018/6/23, 69, 32, 7, 28, 1, 8
2018/6/24, 73, 24, 4, 27, 1, 7
2018/6/25, 58, 24, 7, 23, 1, 6
2018/6/26, 57, 27, 2, 28, 2, 7
2018/6/27, 65, 26, 4, 27, 2, 6
2018/6/28, 60, 23, 6, 28, 3, 7
2018/6/29, 55, 25, 8, 32, 2, 7
2018/6/30, 54, 29, 6, 27, 1, 6
2018/7/1, 58, 23, 10, 29, 1, 7
2018/1/2, 151, 64, 24, 53, 3, 10
2018/1/3, 130, 49, 16, 45, 3, 8
2018/1/4, 87, 41, 19, 34, 2, 7
2018/1/5, 83, 38, 7, 39, 2, 9
2018/1/6, 92, 20, 10, 35, 2, 8
2018/1/7, 57, 13, 9, 25, , 7
2018/1/8, 42, 23, 3, 42, 4, 12
2018/1/9, 67, 42, 13, 45, 4, 10
2018/1/10, 114, 35, 12, 52, 5, 8
2018/1/11, 78, 34, 12, 53, 4, 7
2018/1/12, 71, 33, 14, 50, 3, 7
2018/1/13, 68, 50, 13, 48, 4, 8
2018/1/14, 95, 36, 15, 43, 3, 7
2018/1/15, 73, 44, 11, 52, 3, 7
2018/1/16, 93, 47, 9, 57, 6, 10
2018/1/17, 105, 72, 14, 80, 9, 12
2018/1/18, 151, 59, 18, 56, 4, 9
2018/1/19, 139, 48, 14, 49, 2, 11
2018/1/20, 119, 45, 12, 42, 2, 9
2018/1/21, 108, 57, 23, 44, 5, 9
2018/1/22, 131, 88, 13, 74, 9, 14
2018/1/23, 175, 56, 23, 40, 2, 10
2018/1/24, 128, 47, 22, 39, 2, 8
2018/1/25, 101, 39, 19, 36, 2, 7
2018/1/26, 80, 49, 10, 37, 2, 9
2018/1/27, 99, 45, 5, 36, 3, 9
2018/1/28, 95, 45, 9, 45, 4, 11
2018/1/29, 98, 23, 4, 35, 3, 9
2018/1/30, 59, 36, 1, 29, 3, 10
2018/1/31, 93, 22, 2, 35, 3, 11
2018/2/1, 66, 45, 11, 44, 4, 10
2018/2/2, 111, 48, 9, 42, 4, 10
2018/2/3, 116, 51, 11, 44, 5, 9
2018/2/4, 119, 61, 13, 47, 6, 10
2018/2/5, 143, 57, 10, 43, 5, 9
2018/2/6, 129, 49, 14, 50, 4, 8
2018/2/7, 112, 59, 12, 64, 5, 11
2018/2/8, 131, 55, 16, 47, 4, 8
2018/2/9, 126, 54, 24, 53, 4, 9
2018/2/10, 113, 69, 5, 68, 8, 12
2018/2/11, 148, 66, 14, 57, 6, 10
2018/2/12, 155, 59, 17, 59, 6, 11
2018/2/13, 146, 64, 17, 50, 3, 8
2018/2/14, 123, 59, 15, 55, 4, 9
2018/2/15, 105, 61, , 65, 7, 14
2018/2/16, 122, 60, , 64, 10, 15
2018/2/17, 131, 52, 11, 37, 3, 9
2018/2/18, 127, 50, 18, 38, 3, 9
2018/2/19, 112, 42, 6, 38, 3, 10
2018/2/20, 97, 42, 12, 33, 4, 11
2018/2/21, 104, 35, 19, 27, 2, 7
2018/2/22, 77, 28, 19, 26, 2, 10
2018/2/23, 68, 23, 12, 33, 3, 11
2018/2/24, 60, 40, 20, 38, 2, 8
2018/2/25, 89, 53, 6, 54, 4, 12
2018/2/26, 122, 33, 16, 31, 3, 8
2018/2/27, 75, 38, 15, 42, 3, 9
2018/2/28, 82, 50, 15, 48, 6, 9
2018/3/1, 108, 55, 24, 49, 9, 11
2018/3/2, 132, 44, 24, 37, 2, 8
2018/3/3, 100, 58, 6, 45, 3, 10
2018/3/4, 130, 39, 1, 40, 5, 11
2018/3/5, 100, 39, 2, 38, 10, 10
2018/3/6, 95, 44, 18, 33, 5, 7
2018/3/7, 91, 37, 23, 37, 2, 7
2018/3/8, 80, 23, 8, 36, 3, 11
2018/3/9, 61, 33, 10, 44, 3, 9
2018/3/10, 71, 47, 17, 50, 4, 8
2018/3/11, 93, 40, 19, 46, 4, 8
2018/3/12, 83, 41, 20, 45, 3, 7
2018/3/13, 83, 47, 14, 47, 3, 7
2018/3/14, 104, 47, 12, 47, 4, 9
2018/3/15, 106, 62, 2, 58, 8, 13
2018/3/16, 139, 58, , 63, 10, 10
2018/3/17, 140, 47, 19, 37, 1, 7
2018/3/18, 103, 48, 23, 38, 2, 7
2018/3/19, 102, 53, 16, 44, 3, 10
2018/3/20, 113, 38, 4, 58, 7, 11
2018/3/21, 85, 36, 13, 59, 4, 10
2018/3/22, 77, 43, 21, 45, 2, 7
2018/3/23, 91, 52, 19, 55, 3, 6
2018/3/24, 99, 58, 29, 47, 2, 7
2018/3/25, 107, 56, 26, 39, 2, 6
